"username","description","verified"
"AbracadabraMoon","Freelance Writer 
alt: @AtlantisPepper

Only the Soul knows what Love is.
                                         ~ Rumi",FALSE
"YvonneMorris","❤️ Dogs 🗣 Advocate for Animals & Human Rights 🙌🏼 Reiki Master 🌴FL 🌊 Choice 👱🏼‍♀️Mama to rescue 🐕",FALSE
"yoyonon10256436","",FALSE
"damienluviano","Eye Surgeon @ Salem Veterans Affairs Medical Center",FALSE
"AllisonHeyward6","ANTI-MAGA MORON CULT MEMBERS 🍊",FALSE
"mechev4020","Realtor, Retail Investor, Independent & Conservative  🇻🇪🇺🇲",FALSE
"stevementzer6","Retired Optician with two accounts 🤷‍♂️ political junkie 😷🌈 animal lover,BLM,NAACP and life long Democrat",FALSE
"auntbarb530","Resister Sista.  Biden/Harris 2020
Vote Blue up and down ballot 
Vote Blue in 22
flip every seat blue
 I block maga and morons NO DM'S",FALSE
"NYCDemocrat318","#BidenHarris2024 #Disney #Democrat",FALSE
"CJThomp13651142","Curious. Information Seeker.
Favorites: Music and Nature 
❤🌌🌎🎸💃🌳
Liberal
Democrat for Democracy
I Stand Against Fascism
I Stand With UKRAINE 🇺🇦.",FALSE
"StevenConnie70","🎶Wheel in the sky keeps on turning!🎶 #UnionStrong @#Ironworkers Local 172 Columbus OH   Political Analyst since 1968   #BLM
@Connie_Perry001 is my baybee😍",FALSE
"Turfline","Trading in Sports/Financial/Political Market Trends/Software predictions.",FALSE
"MattMiddleman","a traveled man from many places with many talents known by many names looking to stay connected with new & old friends 18+ only",FALSE
"FelixNYC45","#AmericaFirst 🇺🇸
owner/operator VB punk rock pizza joint, slings cold beer & warm whiskey 
🔥🍕🍴🍻🍸  VoteRed 🔴",FALSE
"gloriabloise","Wedding photographer 🤘 🌊🏙",FALSE
"reevynap","Retired, liberal progressive since Bush years. Big fan: Emily'sList, Elizabeth Warren, PPFA, NARAL, Rachel Maddow, Jon Stewart& blueCA #UniteBlue #TheResistance",FALSE
"juliabhaber","""""Those who can make you believe absurdities, can make you commit atrocities.""""- Voltaire Anxious, jealous, guardian of democracy. @juliahaber@mstdn.social",FALSE
"Akozblue","All around artistic soul and nature nerd.",FALSE
"markrstoll","New #EnvHist of #capitalism: Profit: An Environmental History. Also on Mastodon https://t.co/3N5wxl5uGc.",FALSE
"DonWill50617796","",FALSE
"bookcrossingfan","I love books, https://t.co/3qIpDc6G1p, and cats.",FALSE
"klausammann","",FALSE
"_aanschuetz","'There is no starting or stopping-only doing'.",FALSE
"gschoppe","Software Engineer @ Google.

Average programmer, below average guitarist, mediocre comedian.

* Immigrants Built America
* Black Lives Matter

* He|Him",FALSE
"PaulaBPolitics","Advocate for girls in STEM. #Resister #VoteBlue #Democrat",FALSE
"BerelYoudovich","Never extend the benefit of the doubt beyond a shadow of a doubt.",FALSE
"PA08Voter","❤️ Service is Love ❤️ AmeriCorps VISTA Alum @Pennsylvanian on CoSo",FALSE
"spoke_spider","",FALSE
"FLARAprez","President of the Florida Alliance for Retired Americans dedicated to protecting and expanding Social Security and Medicare",FALSE
"LeifSiv_Falk","Français&Scandinave de souche, ICT Helpdesk @Europarl_FR 
 #IDEuropeen #Archeofuturiste #LPE #EuropeisteIdentitaire #Ecolocaliste",FALSE
"RealDea12127641","You have the freedom to block ME
and NEVER hear from me again
USE IT. 
Unless you like what you hear then God bless You",FALSE
"no2hitting","Children's Advocate working to End Corporal Punishment/Hitting of Children 5-18 years old K-12 in U.S. Public Schools",FALSE
"DudleyDawson","1984 Adams College Greek Games Belching Champion",FALSE
"VoteJohnScott","Progressive FDR Democrat. Passionate environmentalist. 2016 FL House Candidate. Trump cult members are a disgrace. Your vote is your voice! DON'T REMAIN SILENT!",FALSE
"jmb_1985","parent, spouse, cishet human male, sardonic Taurus, lapsed Pastafarian, left-progressive 🧦/🌹 • Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo",FALSE
"Bine48575496","""""Fight for the things you care about, but do it in a way that will lead others to join you"""" Ruth Bader Ginsburg  
 #Resist                   https://t.co/FzgV4hmNMF",FALSE
"brianoloughlin9","I'm a Liberal and fully Suppoprt Biden & My Governor, Gretchen Whitmer. I'm about as Woke as you can get. I support BLM & LGBT. ❤ my 🐶. Resist, 
 TheResistance",FALSE
"AlanLunin","U.S. Army Vet.  B.A. Spanish, AU., J.D. Georgetown Univ. labor & employment arbitrator. Married",FALSE
"JoeShow68347212","Regular person in Boston media.
Friend of free people.
Quincy Ma
Owner:The FakeNewZ,the one in schools.
Pg1 American Revolution
3.5.1770
Running4 President 2024",FALSE
"ThePolitikitten","Political spectator|20 years old🇺🇲🏳️‍🌈|In 2024, vote for a serious leader who cares about issues facing the country.",FALSE
"IamJuanderful1","🌚🆓🔛🔝🔜🗣️👀 🆘️
I am a soldier in #RenasArmy 💪🏾🎾 #RafaNadal #HailState #MississippiStateBulldog,
BA General Studies",FALSE
"DrTomMartinPhD","Psychologist, 43 years (retired)",FALSE
"MichelleRNCHPN","Nurse for 44 years. Sincerely sarcastic, but hopeful too.
NO FOLLOW BACK LISTS! No DMs.

MichelleRNCHPN wherever I go",FALSE
"vineshkznsa","MBWA/Kinda eco friendly and what ever ;) Sect 21 South Africa taking Africa to the rest of the world.",FALSE
"Shulab","Rediscovering myself 📝🕋🤲 ✈️ 🎬 🎼 ☀️ 🌎 🎭 عندما تعجز الكلمات ينطق القلم",FALSE
"EmilyWh93447001","#Resist
#ArrestTrumpNow
#EatTheRich",FALSE
"DalyPolitics","“You can't change the establishment. It will change you.” ~ Peter Daou. 🇦🇺🇺🇸",FALSE
"DoubledayBeth","""""All we have to decide is what to do with the time that is given to us."""" IDIC. Blue for good. 🎶🖖🐋🌈🎬📚🦄",FALSE
"SeaSunArt2","Love Live in  #Music #Tranparency #Music #Bach #Poems #Art #Dance #film #Literature #politics #peace #photogrphy #silence #smile",FALSE
"36Wabznasm","🇺🇦  The tree falling in the forest || Geddy Lee, Alex Lifeson, Neil Peart - Rush | photo credit Unknown (please let me know)  #RIPNeilPeart",FALSE
"NoOneUnscripted","- #art #word #thought #livestream 
- Free agent 
- on the #spectrum ♿️🏳️‍🌈🇺🇸 
- warning about Donald's seditious conspiracy since Nov. 10, 2020",FALSE
"KatattackTruth","Patriot,I stand tall,head held high ❤️military,LEO.Elon is My https://t.co/CpGfQ1kQMX Horror books. opinions R my own not reflective of employer/affiliates. I FOLLOW BACK🇺🇸",FALSE
"NarroVictor","Immigrant Rights & Labor Activist. Core Faculty @UCLALaborSd. Magician. Follow #StFrancisofAssisi. Love @Yankees. Alum @VCU & @URLawSchool. Tweets are my own.",FALSE
"Rothoula","retired old person 
Please ck. what Confucius said about specificity of language.
No DMs, please.",FALSE
"lealea_19","#BLM, 🏳️‍🌈, Jesus was a liberal, woke POC, #MeToo, No DMs, #BidenHarris2020 she/her #StopAsianHate BOT Blocker 🕊🌻🇺🇦",FALSE
"afarmerinohio","I am a grain farmer, with a few cows, a few chickens, a little debt and a lot of bad habits.",FALSE
"RichLevy5","Retired from hairstyling, Singer- lyricist and disability advocate.",FALSE
"louiseblandry","Proud Abenaki/ native Vermonter/ American, Retired Special Education Teacher.❤️🇺🇸😷💉 🚫DMs, please.",FALSE
"LuvAll81","Mask up, BITCHES!! 🏳️‍🌈BLM, Serious Home Cook, Foodie, Blogger, Travel lover, and Political Junkie, IKEA Stan, Survivor of Narcissistic abuse. (She/Her)",FALSE
"SeanRileyOnline","Entrepreneurial biz exec, fledgling writer, puckish humourist & sometimes expat Irish Canadian living abroad, or on the lam. https://t.co/JEkLeEeY9R🇨🇦",FALSE
"americanjackas1","Public health-Pharmaceutical & Healthcare MBA -Health economics-4 languages 6figure-arrogant bastard grew up on welfare - POC.",FALSE
"dlynnebrown","#SlavaUkraini 🇺🇦🍁🇺🇦
*The truth,however ugly in itself,is always curious & beautiful to seekers after it* Agatha Christie,The Murder of Roger Ackroyd",FALSE
"r0anea","damned rot.

♊ | ☭ ♀ ⛧ | she/her",FALSE
"jenny_oldstones","Dog mom 💛 • Politics✌🏼• Catalyst⚡• Life Path 6 🌻• ♌︎☉ ♉︎☾ ♏︎↑• What matters most is how well you walk through the fire 🔥 IG: jennyygreenwood",FALSE
"jwcreighton3","Lawyer tree farmer outdoorsman former @PortofSeattle commish dog lover @us9thcircuit alum @SAISHopkins @ColumbiaLaw @UNLV #13JusticesFor13Circuits",FALSE
"MrsE0113","https://t.co/DIsfZTHyV3

You are missing out.

Retired. 

I will always champion the woman. 
Delaware provides abortions.",FALSE
"dorobuk","storyteller, science with kids, CO2 311.8 ppm in my birth year, 💔❤️‍🔥",FALSE
"IndiaLynnehenry","Art beyond borders # art is love# 
and love?  - an art! :))
Here's wishing true love, peace and nonviolence to all. 🌷🌸🌼☘️🌿💖",FALSE
"Tatterteel","Survivor.  Father.  Veteran.  Animal lover.
Living my dream.",FALSE
"AnnaEseoLW","",FALSE
"LostInDivan","#LockHimUp #LockThemAllUp #GunReform #GunSick #COVIDAintOver #BanPitbulls #ReligionIsManMade #ThereIsNoPlanetB #PlasticIsToxic #TaxTheRich #EffFascism #HelpUs",FALSE
"SarahCortinas","Appalachian State University | Boone, NC | Native Nebraskan | #COYB | #ClimateJustice",FALSE
"Mooney224","#LockUpTrump ⚖  #ClimteCrisis 🌎  #MeToo
#1 Kittitas HS, UW & Seattle Pro Sports Fan #Vaccinated  #BLM ✊🏻 14 week old fetuses scream as they are being aborted.",FALSE
"Geronimo1909us","Söz Gümüş ise, Sükut Altın'dır.
Whatever of good reaches you, is from Allâh, but whatever of evil befalls you, is from yourself. (Qur'An Nisa:79)",FALSE
"TaeDaReBirPH","Businesses 👉🏾 The DJ!!!
@total_Disinfect
@LikelyTravel
@InspectsLikely
Never have Lives less lived been more chronicled - Dennis Miller on @LebatardShow #FFSP",FALSE
"TsLyrical","EMT-I/Firefighter, Resp.P.
Raised in Europe, Navy family.
Animal lover/defender ❤️
Happy Vegan 🐾",FALSE
"Ellefragonz","awaken artist / architect/oiloncanvas/writer/photographer/poet/",FALSE
"suzyaftabi","",FALSE
"DusernameA","Will become Oris Klitt in Witness Protection and won't be found by man.
Pronoun: he/him
Adjective: fatuous
  - seeking a fair match of scrabble or madlibs",FALSE
"CBryanKing","Gay Eclectic Solitary Pagan and Independent Social Justice Warrior",FALSE
"Email_Recall88","just anonymous.
Please don't look into it. Avert your eyes.",FALSE
"VikkiMarshall4","Global citizen, humanitarian, poet, writer, photographer, lover of science, philosophy, intelligent religious teaching of all faiths and a devotee of literature",FALSE
"lori_smoldt","Old enough, but never growing up.",FALSE
"SSefchik","Wrinkles only go where smiles have been.",FALSE
"Taoresias","Taoist, Heathen, Chaos Magickian, Geek, Programmer, Gamer, Fredneck, Husband, Son, Brother, Frater, Consumer, Poet, Writer, Asshole, Addict, Lover, Spazdork",FALSE
"BillHolman4","NC Director for The Conservation Fund tweets are my own",FALSE
"wordloaf","Armenia's Test Kitchen 🇦🇲🍞 |
Breaducator |
he/him |
Icon & header by @edithzimmerman |",FALSE
"pbugprints","Humanist.                               “equality feels like oppression to the privileged”.                             Make America Sane Again",FALSE
"ScubaDiverPress","Your life isn't a playground; it's a water park! | Information on #scuba diving, #snorkeling & #watersports | {affiliate links}",FALSE
"fulltiltbooty","Mean motor scooter/bad go getter",FALSE
"FranklinJPug","Not followed by anyone you're following. Animal protector. Avid reader. Musician. Science nerd.
https://t.co/aaSoo4NK8Z",FALSE
"marblemints","i continue to express my opinions | she/her",FALSE
"GreginRVA","Lawyer who is absolutely certain I'm the only one who will ever see this bio.
#3rdwheel",FALSE
"alan_v","",FALSE
"BetteGray","interested in learning through the use of technology and the impact of media on democracy. A dreaded Agent of Change.",FALSE
"calvinweatherwx","He's not my PRESIDENT and ENJOY YOUR TAX HIKES!",FALSE
"HeelsFanAnne","A Tar Heel Born And Bred:  You gotta follow that dream wherever that dream may lead, but there's no place like home. Yes, I'm going to Carolina in my mind.",FALSE
"Tigerlily874","Informing myself to foster critical thinking and environmental stewardship in my children. ASD Mom. Left, right, whatever...science and facts first.",FALSE
"kellyClarence1","There is no option left; Smoke is Smoke⚡--B1",FALSE
"QuoShun","Pan-Africanist/Socialist, Womanism and vegan 
in training, I live for the jest aspirations and liberation of all African people in the diaspora and Africa #SODA",FALSE
"Psyched55","Mental Health Professional, Consultant & Educator.

Old lady gamer. Give me a FPS and I'm happy as hell!",FALSE
"SherryLMaher","",FALSE
"LadyDonalee","Ret.Teacher ❤️3-6th; Love; Compassion; ⚓️Navy Vet Dad; EqualRights; VotingRights; Womens Rights; LGBTQ Rights; Climate; PostcardsToVoters; Save Democracy; VOTE!",FALSE
"mabh1832","Love God My Family America
Pro Life Republican America 1st

A journey of a thousand miles begins with one step.Lao Tzu",FALSE
"GeorgeW78246413","",FALSE
"McGee06708992","A child of God. Faith in God is solid as a rock.
Promise to share smiles, laughter, words of hope, inspiration, encouragement, support, and truth.",FALSE
"sarah13haras","she/her • ⚖️ ☭ 📿🦇👁",FALSE
"Irokutara","⧛Indecipherable Cybermechanical Horror⧚
𖤐Agnostic Technowitch𖤐
᚜Trucker, 1,104,692.mi᚛
⁅Masculine/Inanimate⁆
❲AC: Perseverance❳
⦑Married🐺🖤🦇⦒
¦¦34, 🔞¦¦",FALSE
"Andreas43937443","Salute! 🍾🥂💋",FALSE
"Tealyonalizchap","hello big blue wavers! I am artist love animals, the ocean, helping others, live simply without the needs of corporate, media sold bullshit.",FALSE
"skepticalbrotha","Gay. #KHive @JoyAnnReid @goldietaylor @SymoneDSanders fanboy. #Episcopalian #BlackLivesMatter he/him/his Abortion is healthcare.",FALSE
"PMT703","Avid golfer, NH native/New England sports fan. #MUFC #GolfWRX """"One day your life will flash before your eyes. Make sure its worth watching"""".",FALSE
"KyBetsy","Mom of 4, trying to make this world a better place. @momsdemand #KYMomsWeShowUp",FALSE
"HenryHymen","🇸🇴🏞🛤🚂🌄🇸🇴",FALSE
"no1rwest","Joel of all trades who specializes in painting myself into corners. Old enough to know better but hold my beer.",FALSE
"YogaParaclete","Each of you must know how to control his own body in holiness and honor. 1 Thessalonians 4:4 (BSB) 😇✝🙏",FALSE
"birbteef","wifeguy. comics and illustrations. she/her. #gobolts comics talk twitter is @birbtalksbats",FALSE
"sflstormducks","#MSDstrong 💔Ban assault weapons. #LGBTQ+ 🏳️‍🌈 #FBR #BidenHarris 🌊 🌊 #BLM! One Earth, One People. #Equality VOTE!!! NO COMPLACENCY!! #norumpsforpresident",FALSE
"botkins_e","Youngstown State University MPH student & dietetics Intern",FALSE
"Fabiolucv","“Tudo o que é preciso para o triunfo do mal é que nada façam os homens de bem” (E. Burke)",FALSE
"AzZenCyclist","Bike rider, plant based health enthusiast, treehugger, husband, father, grandfather.",FALSE
"CryptoSangheili","Time to build for the crash and prepare for the GreATReset. Crypto is the way. We don't have to go gently into that good night. #XLM (Bob K, let me follow plz!)",FALSE
"i_like_journey","🌱 🌸 Enjoying my life in my Tropical Paradise I Vlogger I Gardener I Traveller I Nature lover #Permaculture #Organic #Garden #DIY  #Flowers #Amazon 🌷🌱🚫NO DM",FALSE
"oldnotdead1","she/they 🖤 '88, 21+ pls
💗 kpop multi 𖧵 cat twt
      
 ᓚᘏᗢ  ❤🧡💛💚💙💜 BLM, ACAB",FALSE
"BluntlyBarbie","Skwawk 
420BlackbirdProductions",FALSE
"1972smitty","Business owner of Smith and Smith. Trucking, Landscaping, Commercial Cleaning companies. Located in the Washington DC area. Franchise owner of Jan-Pro cleaning",FALSE
"kofi_blogger","acc no.2 for @kofighozt and @ezone57 dotCOM #info 0208141389",FALSE
"5472_nde","Ex RAF, cold war Intel veteran, . Military/aviation/defence/conflict/HF comms.",FALSE
"Iam_Canadian","For more local Winnipeg Dad jokes follow Cory. His are the worst. I mean the best. Financial Planner by day.  @Iam_Canadian@mstdn.ca",FALSE
"richcollins","",FALSE
"Poe_Ta_Toe","Mom of 3,  waged a weak and cowardly fight against cancer and still here. Eeyore vibes,stock trader🤑,love 🍪🎂🐱⚽️",FALSE
"KhalidAbe1","Thanks for stopping by!! strong NAFO Anti-Populist. Look at what unites us. If you get obnoxious , I stop responding. Have a nice life!",FALSE
"waketfuamerica","🌈✡️🇬🇧🇺🇸🏴󠁧󠁢󠁳󠁣󠁴󠁿Resister Always moving. Design biz owner, have horses,donkeys,animals,Saba.Repubs prove u can have head up your ass and still breath.",FALSE
"schwiftylyssee","alyssa she/her| Pan🏳️‍🌈| Political Science Major 🐾| ♍️☀️♑️🌙♋️⬆️ | Megan Stan ❤️‍🔥",FALSE
