"username","description","hand.label_simplified"
"bedminstermike2","","other"
"bassslayerinfla","","other"
"DebraSullenber1","","other"
"artiolifineart","","other"
"KierunekFloryda","","other"
"cathyjo53","","other"
"CGreenbarg","","other"
"Barry78713616","","other"
"JPWeimaraners","","other"
"kyleDkeel","","other"
"kck321","","other"
"greentime12","","other"
"nienaber","","other"
"Jetjockey54","","other"
"knightmbs","","other"
"JuleeDogCrazy","","other"
"RonKH57","","other"
"GansetNancy","","other"
"KathyAnnOB","","other"
"1lngargsims","","other"
"JosephJacob6","","other"
"JoniMclendon","","other"
"hoppe_brian","","other"
"suexxxxx","","other"
"MotherEarthHH","","other"
"tsukiakarikira","","other"
"NotationTrue","","other"
"_coates","","other"
"LeslieLee327","","other"
"on_bender","","other"
"tombarwin","","other"
"LA_Debra","","other"
"waylmor","","other"
"tizbethtoo","","other"
"honeybrooks19","","other"
"mschroeder1211","","other"
"LuLuLove2019","","other"
"RachelW62855400","","other"
"adileadile","","other"
"donnamparish","","other"
"stvcng","","other"
"SuzanneSimonson","","other"
"michael64506206","","other"
"Italianfoever","","other"
"SinisiKayla","","other"
"deloresthompso4","","other"
"pmccy","","other"
"wildbillwilly","","other"
"aelahc","","other"
"uniononly","","other"
"marr_doug","","other"
"Catherinelmt1","","other"
"MargaretnVenice","","other"
"mayateresa3","","other"
"AnnWhealton","","other"
"HikerGirl2001","","other"
"1Mamabear22","","other"
"CandyceByrne","","other"
"JulieJoyHope","","other"
"billyblas51","","other"
"jmann82285","","other"
"sharbell","","other"
"RichardLReese","","other"
"laingval1","","other"
"mglsoto33","","other"
"hollyhobbie1","","other"
"juliek09","","other"
"DHaubein","","other"
"Hollaworldwide","","other"
"alisonjar","","other"
"HbirdM","","other"
"DeanDAngelo3","","other"
"Fra1Frank","","other"
"svoboda_amber","","other"
"BurnieSue","","other"
"maxfader","","other"
"indie_tx","","other"
"joshbittner","","other"
"judyserlenga","","other"
"AmeliaNoneya","","other"
"monchyog9","","other"
"joanniept18","","other"
"oddvice","","other"
"MrsLazybug","","other"
"JenniferSamano1","","other"
"Dustin18729458","","other"
"MerKat8","","other"
"FLRecyclesH2O","","other"
"Nancym34472265","","other"
"Style17strings","","other"
"bethhentges","","other"
"Northwoodsfl","","other"
"sarah57919546","","other"
"sulindben","","other"
"tiotited","","other"
"guyjohnsmith","","other"
"IkySportsFan","","other"
"DJSmittyP","","other"
"MacabreMe","","other"
"grammielynda","","other"
"LajosneVegh","","other"
"cape1111","","other"
"jvg_5","","other"
"basedsocko1","","other"
"stewart_shannon","","other"
"theRealDutch4","","other"
"DC1953Vintage","","other"
"michele8130125","","other"
"Heavenkeels67","","other"
"Jennyjlw","","other"
"runnie66","","other"
"tidefan042","","other"
"tspirit4117","","other"
"PatriciaMatilda","","other"
"GoldRitchie","","other"
"heather_smbham","","other"
"AnnelieMoser","","other"
"Megggusta","","other"
"peteandbrenda","","other"
"nyflamamasboy","","other"
"HitzlerJoe","","other"
"nursecissus","","other"
"TwartVader","","other"
"natheise","","other"
"linepoo55","","other"
"kathryn_sandy","","other"
"KenCaeti","","other"
"BarryT209","","other"
"MkecoMichael","","other"
"JoanAttenberg","","other"
"MaryFabulous3","","other"
"mohardy","","other"
"01rezistor10","","other"
"ODA_Warrior","","other"
"shalomspiess","","other"
"jaf97f","","other"
"AngelaGcwmhb","","other"
"pocojump","","other"
"TeamJakeAbbey","","other"
"andrew_mullet_","","other"
"GmanisQ","","other"
"mkwheaties","","other"
"chargking","","other"
"kmcatch22","","other"
"psbh_","","other"
"lovemyoldjeep","","other"
"eibbor07","","other"
"ave_or_die","","other"
"swalhovd","","other"
"PoppyHelpsU","","other"
"LouP1","","other"
"ann_dobbie","","other"
"islandinnresort","","other"
"northmadisonct","","other"
"gramsdimmig","","other"
"gcain63","","other"
"papiluvsmzj","","other"
"pbar032489","","other"
"francey52","","other"
"BilbrautPinzon","","other"
"suzmod90","","other"
"JasholeH","","other"
"robbinstratton","","other"
"dunningkrugery","","other"
"Flcrossposter","","other"
"MMMukalla","","other"
"scsurflady","","other"
"PatriciaMatejc1","","other"
"srqdem2020","","other"
"Gerhardjakobeit","","other"
"bannedbeluga","","other"
"MaryWhite87","","other"
"trescher","","other"
"TimmRitchie","","other"
"csraustin","","other"
"tommcnaughton3","","other"
"BobbyPickels","","other"
"Lauren_Perez","","other"
"Indianacats","","other"
"ithinkifoundyou","","other"
"jamey_davis0","","other"
"plemgolf","","other"
"EllenbrookTommy","","other"
"Krispingatieza1","","other"
"AirQPaint","","other"
"PaulSorrentino3","","other"
"barbarajean1951","","other"
"PellySeventy7","","other"
"wgonzalezgarcia","","other"
"OuzoGuru","","other"
"peggygoodale","","other"
"TeckKim1","","other"
"florecitavanden","","other"
"MCofield13","","other"
"tuppydougherty","","other"
"BarkerKathy","","other"
"chibi307","","other"
"WendyTheRealtor","","other"
"huelchfr_hugo","","other"
"elkopec17","","other"
"Courtne54733709","","other"
"coachdmw","","other"
"FishwickKaren","","other"
"KatVegNCritters","","other"
"kerensaanne1","","other"
"millie4jake","","other"
"sba1211","","other"
"MarkFabian21","","other"
"NocheKane","","other"
"ecommentate","","other"
"lynneknieling","","other"
"darkhessianbw","","other"
"somnanbulles","","other"
"JhaAmit91","","other"
"danica_jokic","","other"
"MarilynBlackst5","","other"
"NikkiLAnderson1","","other"
"DeepSeaBlogger","","other"
"davehatestrump","","other"
"krantz_corey","","other"
"Nan74067479","","other"
"thomasalmo2014","","other"
"Heather24824","","other"
"zeena4kids","","other"
"enajkr","","other"
"LisaJR1971","","other"
"BizarroJerry16","","other"
"WorleyKatherine","","other"
"dblduh","","other"
"acdaisy_","","other"
"chrisba66917025","","other"
"Aquascottpro","","other"
"rinab1112","","other"
"Raynebowbrite66","","other"
"gpeachy3","","other"
"tosu4me","","other"
"Fritzylang","","other"
"NelsonAldrich1","","other"
"terilynn0102","","other"
"pamoore4","","other"
"BintElIraq1","","other"
"UCFCoastal","","other"
"Hello_Its_Dani","","other"
"ashdashday","","other"
"Cornholio333","","other"
"melissabak3","","other"
"dbp5775","","other"
"ArtistSkaggs","","other"
"domerund","","other"
"lmazz88","","other"
"spkmind3","","other"
"Matthew95608754","","other"
"vmp_III","","other"
"_CaraH","","other"
"bluesfan_7491","","other"
"pamy12001","","other"
"326JMR","","other"
"kbplitt","","other"
"SharonSrq","","other"
"SHAZZEY_","","other"
"mahanthanut","","other"
"JWillieii","","other"
"Rosie58087464","","other"
"paulie5544","","other"
"Trinkl","","other"
"Bryan_aka_Baron","","other"
"griftersgo","","other"
"ted_finney","","other"
"mygem621","","other"
"kim032056","","other"
"Sun7Cook","","other"
"LibertyGlens","","other"
"KMSkepton","","other"
"PaulMcLain","","other"
"pbbearclaw","","other"
"EpiphanyLemonad","","other"
"viers_pamela","","other"
"greenr8ver","","other"
"Marilyn24691146","","other"
"scotty_barbados","","other"
"avazquez1941","","other"
"idontgive_shit","","other"
"gunzerker8000","","other"
"JustineConnelly","","other"
"ronaylinda2","","other"
"BlechaKirk","","other"
"believenmysmelf","","other"
"Chick43235","","other"
"HestonSylvia","","other"
"samcg_mcgrath","","other"
"Tammy__LV","","other"
"ArianaD386","","other"
"Mearlzz","","other"
"Y55ZCKvSZOtEFZO","","other"
"tinalouise37","","other"
"Jusesabrahamsa1","","other"
"LewandeLove","","other"
"56kbird","","other"
"segerber5","","other"
"txpts777","","other"
"kumccaig44","","other"
"mtkelly3191","","other"
"Corsiar9","","other"
"JuliaTh72947749","","other"
"bln231","","other"
"Debwith1","","other"
"GiliwayaDoraine","","other"
"UnholyRom3","","other"
"FairyAlpine","","other"
"armstrongnick17","","other"
"gab312469","","other"
"MissLitter1","","other"
"upyours2020","","other"
"toddbro92797675","","other"
"AlgerBradley7","","other"
"DebraFerrell19","","other"
"HCamper22","","other"
"gamer49392","","other"
"wengradiofl","","other"
"mark_mlwinter07","","other"
"MelissaB_FSU","","other"
"Kree14665038","","other"
"TBarlow1976","","other"
"fractalone1","","other"
"mcnews68","","other"
"Patz_77","","other"
"1wiggypoet","","other"
"panda84280359","","other"
"GatorDontSweat1","","other"
"sixpackmikey","","other"
"BryceMigliore","","other"
"catadams03","","other"
"TGrantham49","","other"
"thumppooh","","other"
"Phippalo","","other"
"NancySm04206983","","other"
"DrNateme16","","other"
"IsraelM68314528","","other"
"MiracleGarry","","other"
"senior1945","","other"
"Notelmo2","","other"
"PapaleoKathleen","","other"
"HelenPsg4247","","other"
"RenaeVw","","other"
"NatureWorldNews","","other"
"AbeachbumM","","other"
"MikeDoy47980627","","other"
"LynnSmi74253328","","other"
"Mcnoise2","","other"
"seminolefred","","other"
"JustNumbNoFun","","other"
"MrLunch14","","other"
"Relak243","","other"
"John67372187","","other"
"rodlow2000","","other"
"finklestein61","","other"
"1109_jILLA","","other"
"Gatoraddison","","other"
"CristianMusk25","","other"
"mmz5944","","other"
"RoryMcVay2","","other"
"ChrisFebus5","","other"
"Sungold1950Val","","other"
"SeanNormandin1","","other"
"copter_worx","","other"
"leonsmith_leon","","other"
"jenLvivian","","other"
"johnz62059464","","other"
"Jack21100562","","other"
"Sandraw62570115","","other"
"VarahaNuke","","other"
"PlantCityPages","","other"
"crocusgloria202","","other"
"4Sandy154","","other"
"doettin","","other"
"Z1GMA","","other"
"AllynZiebarth","","other"
"sunnymom25","","other"
"jeanne09011","","other"
"Dixxhead1","","other"
"jackieLbrewer","","other"
"derekbadboy123","","other"
"AnnH1958","","other"
"aslswim","","other"
"crusinlady02","","other"
"Fluffanutter319","","other"
"dalec76","","other"
"stevensnelson39","","other"
"keddle01","","other"
"lcookwike","","other"
"mikelenz1","","other"
"brendahowell411","","other"
"vick70557263","","other"
"Lizzy3483x","","other"
"mmkmwt","","other"
"ScottCallaway","","other"
"lanorte1","","other"
"brioisagoodboy","","other"
"carolholtman","","other"
"henrygalvin88","","other"
"whethernut","","other"
"BlueSeas111","","other"
"R41nB14ck","","other"
"russellglass","","other"
"Patricemdevine","","other"
"kellidust","","other"
"Bridget62592013","","other"
"LDunavant","","other"
"KevinObryan65","","other"
"deb17290","","other"
"jotatro","","other"
"hbert7","","other"
"TBBJSamantha","","other"
"LaceyLoraine","","other"
"bluelady540","","other"
"Nancy94078734","","other"
"bneato23","","other"
"wardellmama","","other"
"Jerkass77","","other"
"CEOTRS","","other"
"sskrosk0","","other"
"routeofthesun","","other"
"indiajyoung","","other"
"XxJake1222223Xx","","other"
"AndreaGregor5","","other"
"Pet_sitter_lisa","","other"
"dbecker5","","other"
"ApolloAlbert1","","other"
"robin2cats","","other"
"CityOfAtlantic","","other"
"southerngirlsm1","","other"
"Red1994D","","other"
"waterNOWFL","","other"
"DeeWdwith","","other"
"Danny_Boy_Mitch","","other"
"dalp799","","other"
"frankbklynboca","","other"
"RSKID7182","","other"
"waiting_4_2020","","other"
"kellymoore06","","other"
"menieux","","other"
"DebraCaudill6","","other"
"drew0320","","other"
"AJGdor","","other"
"sean1h","","other"
"ironmann66","","other"
"ChefWolfman","","other"
"smell3roses","","other"
"greggo1685","","other"
"Annie11Walker","","other"
"lbsem10","","other"
"HusseyMartin","","other"
"BeachyDonna","","other"
"momara61","","other"
"joe_pottle","","other"
"ericbrakken","","other"
"seabee1337","","other"
"_Conservative_1","","other"
"scottishdo","","other"
"pokhim1","","other"
"Rosaedelmoral2","","other"
"JRBanTwittler","","other"
"bexlovesdogs","","other"
"Ocelotl_2014","","other"
"MadBlackWoman3","","other"
"maddiepoop21","","other"
"Hmada25917908","","other"
"KelliCa38731932","","other"
"Xenophile14","","other"
"Sgtfridayfacts","","other"
"EL44766671","","other"
"TheEarthwalkers","","other"
"RyanLoofboro","","other"
"HaiuHai","","other"
"1stcanuck","","other"
"usesquire18","","other"
"L35404","","other"
"West_Nathan","","other"
"carreramae","","other"
"hifromkate","","other"
"PoliSciGuy3","","other"
"Starblindshadow","","other"
"KnycKaren","","other"
"drubald","","other"
"nelmadman","","other"
"_upspiral","","other"
"ManuelDBraun1","","other"
"pipe_striker","","other"
"timtransit","","other"
"holbol21","","other"
"toe_knee305","","other"
"zjanelle","","other"
"Janethaywood7","","other"
"curioustyfinds","","other"
"CitizensIntel","","other"
"Ambrosesnow","","other"
"Lady33Business","","other"
"sami4472","","other"
"yangalin1","","other"
"Joanfox33440282","","other"
"hejira211","","other"
"dlmjcaw1","","other"
"mlspeight1","","other"
"MrVol74","","other"
"Fosnutz","","other"
"PaleoDietxxx","","other"
"Brianwh15349260","","other"
"Elis_Giaz","","other"
"MontoymaMontoya","","other"
"Mairead8460","","other"
"wrhfeed","","other"
"redaguessoumdvm","","other"
"KALBtv5","","other"
"lucyesk1","","other"
"ARTMOR64","","other"
"snapdaily05","","other"
"wangtangnoodle","","other"
"Wandering_Alli","","other"
"eddieandbibbs","","other"
"MayzieM","","other"
"KarrieJams","","other"
"guiltybystand3r","","other"
"WilliamLubinsky","","other"
"Oh_Hi_Im_Morgan","","other"
"chiwawalover","","other"
"Organic_Galaxy","","other"
"dirk_roth","","other"
"Bornezheng1","","other"
"whiney815","","other"
"Spikespike1939","","other"
"marycircle43","","other"
"ilsaheidi","","other"
"BrngDwnGvrnmnt","","other"
"McDGmai","","other"
"KennaCheryl","","other"
"RosesAretRed","","other"
"j_mosbaugh","","other"
"jharbaugh1972","","other"
"tgregoryt","","other"
"MacHall99","","other"
"husni_____","","other"
"kchilt31","","other"
"Mondays_Child","","other"
"oldschool2019","","other"
"JoeyV1013","","other"
"ahartley98","","other"
"TenutaTenuta47","","other"
"jhnwest921","","other"
"gowitch55","","other"
"puttnpdx","","other"
"lbianchi23","","other"
"IrisNGreen","","other"
"purpleredrosea","","other"
"sharronm1923","","other"
"LuzElenaBueno1","","other"
"Isaac85843186","","other"
"ford_ronny","","other"
"ChopinPark","","other"
"frank90183934","","other"
"wsdimenna","","other"
"b_wbschecks1","","other"
"ollicow1","","other"
"RITampaBay","","other"
"ablejet25","","other"
"SusanFe38483823","","other"
"William75379050","","other"
"skywarn_storm","","other"
"ConnieSuverkrup","","other"
"Mforhecz_mf","","other"
"TheLuceni","","other"
"BtrClngrUBetcha","","other"
"LynneManning","","other"
"IBleedGandB","","other"
"Arun_S_Joshi","","other"
"earl_olinger","","other"
"TonyGon41110584","","other"
"ImSnoracle","","other"
"EverydayAmazed","","other"
"JimCronin1","","other"
"CoffeeBean26","","other"
"kvgomez9","","other"
"lb_holly","","other"
"CherylBarnesHu2","","other"
"Bobbo1123","","other"
"Terryg1979","","other"
"Ken_D_Watson","","other"
"sandysva","","other"
"sandersdonna81","","other"
"_tiquismiquis_","","other"
"gritterbrown","","other"
"JAHInkster","","other"
"nan_vigars","","other"
"tradeo","","other"
"mohawk1rl","","other"
"HrtFyre","","other"
"JohnLit86643709","","other"
"TheMermaidsSong","","other"
"Annieme71","","other"
"MichaelPGibbons","","other"
"Gesgal75","","other"
"blbbirds","","other"
"DNeubacher950","","other"
"troysiron","","other"
"jimbvf","","other"
"Moethedog1","","other"
"fieldpast","","other"
"slievelamagan","","other"
"Stefounette72","","other"
"miss_eswan","","other"
"yadavshashi90","","other"
"Difficultdk","","other"
"jamescounihan1","","other"
"MrJohnDownie","","other"
"X1224S","","other"
"klkolz","","other"
"FavAuntLisa","","other"
"msannbriwn","","other"
"e1b72e7dab86454","","other"
"Blackjunque","","other"
"AmiraIsaaki","","other"
"Juliekraft01","","other"
"YUNGMARC2","","other"
"ali36326137","","other"
"joaomcrodrigues","","other"
"Mom2Queenie","","other"
"JesseSimonODay","","other"
"GrashpperJ","","other"
"Jamesdanab","","other"
"praesens67","","other"
"storbush","","other"
"BANANAminionCMC","","other"
"robinleeu","","other"
"AllieJarah","","other"
"daly2me","","other"
"benzobongo","","other"
"JeniferFulgenzi","","other"
"gordymack4u","","other"
"BicentennialBo1","","other"
"dermottkiernan","","other"
"angelinalan59","","other"
"jovel_gutierrez","","other"
"jlredstar","","other"
"Findjulie","","other"
"LouisB21950","","other"
"Shelly69821926","","other"
"RonCox35474762","","other"
"Martyt2016","","other"
"nirmalakumari","","other"
"mauiman17","","other"
"Crazytheocat","","other"
"CherylSeybert1","","other"
"Spike9151","","other"
"galiandra","","other"
"AFMiller2021","","other"
"kay22233300","","other"
"OurSantaFeRiver","","other"
"barb2238","","other"
"Kpchitampa","","other"
"UNICORNLADY10","","other"
"JHughStrickland","","other"
"sherman2_rob","","other"
"Peacockfiddy","","other"
"elizfasolino","","other"
"davidandhettie","","other"
"joyavayu","","other"
"Vincent42185002","","other"
"besphr","","other"
"flexiccc","","other"
"valleylily56","","other"
